triplet_id	entity	entity_type	relationship	target	target_type	start_date	end_date	ticker	year	source_file	chunk_id
cat_2015_page_140_chunk_1_triplet_4	cat	ORG	produces	locomotive component	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cat_2015_page_50_chunk_1_triplet_21	construction industry	SEGMENT	produces	grader	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cnp_2022_page_51_chunk_1_triplet_24	cnp	ORG	produces	natural gas distribution service	SERVICE	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_1
cat_2015_page_5_chunk_1_triplet_11	cat	ORG	produces	mini excavator	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cat_2021_page_128_chunk_1_triplet_5	resource industry	SEGMENT	produces	large track-type tractor	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_1
cat_2022_page_131_chunk_1_triplet_32	construction industry	SEGMENT	produces	asphalt pavers	PRODUCT	January 2022	December 2022	CAT	2022	CAT_10k_2022.pdf	chunk_1
cat_2018_page_142_chunk_1_triplet_14	resource industry	SEGMENT	produces	off-highway truck	PRODUCT	January 2018	December 2018	CAT	2018	CAT_10k_2018.pdf	chunk_1
aapl_2018_page_46_chunk_1_triplet_8	aapl	ORG	produces	consumer software	PRODUCT	January 2018	December 2018	AAPL	2018	AAPL_10k_2018.pdf	chunk_1
cat_2017_page_18_chunk_1_triplet_15	cat	ORG	produces	engine	PRODUCT	January 2017	December 2017	CAT	2017	CAT_10k_2017.pdf	chunk_1
aap_2017_page_83_chunk_2_triplet_5	aap	ORG	produces	miscellaneous product	PRODUCT	January 2017	December 2017	AAP	2017	AAP_10k_2017.pdf	chunk_2
cat_2015_page_140_chunk_1_triplet_16	all other operating segment	SEGMENT	produces	harden bar stock component	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cat_2020_page_79_chunk_1_triplet_12	cat	ORG	produces	solar turbine	PRODUCT	January 2020	December 2020	CAT	2020	CAT_10k_2020.pdf	chunk_1
aap_2016_page_7_chunk_2_triplet_41	aap	ORG	produces	oil additive	PRODUCT	January 2016	December 2016	AAP	2016	AAP_10k_2016.pdf	chunk_2
tel_2019_page_98_chunk_2_triplet_6	tel	ORG	produces	energy	PRODUCT	January 2019	December 2019	TEL	2019	TEL_10k_2019.pdf	chunk_2
tfc_2021_page_140_chunk_1_triplet_30	tfc	ORG	produces	product a	PRODUCT	January 2021	December 2021	TFC	2021	TFC_10k_2021.pdf	chunk_1
tel_2017_page_7_chunk_1_triplet_7	tel	ORG	produces	high-voltage relay	PRODUCT	January 2017	December 2017	TEL	2017	TEL_10k_2017.pdf	chunk_1
bf-b_2023_page_26_chunk_1_triplet_4	bf-b	ORG	produces	rtd canning plant	LOGISTICS	January 2023	December 2023	BF-B	2023	BF-B_10k_2023.pdf	chunk_1
vz_2023_page_23_chunk_1_triplet_10	vz	ORG	produces	prepaid service	PRODUCT	January 2023	December 2023	VZ	2023	VZ_10k_2023.pdf	chunk_1
cat_2021_page_43_chunk_1_triplet_20	construction industry segment	SEGMENT	produces	mini , small , medium and large track excavator	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_1
cat_2020_page_5_chunk_4_triplet_12	cat	ORG	produces	articulate truck	PRODUCT	January 2020	December 2020	CAT	2020	CAT_10k_2020.pdf	chunk_4
bf-b_2015_page_18_chunk_2_triplet_8	bf-b	ORG	produces	sonoma-cutrer	PRODUCT	January 2015	December 2015	BF-B	2015	BF-B_10k_2015.pdf	chunk_2
tgna_2016_page_68_chunk_4_triplet_28	kmov	COMP	produces	tv station	PRODUCT	January 2016	December 2016	TGNA	2016	TGNA_10k_2016.pdf	chunk_4
cat_2019_page_78_chunk_1_triplet_4	cat	ORG	produces	cat 3406 engine	PRODUCT	January 2019	December 2019	CAT	2019	CAT_10k_2019.pdf	chunk_1
cat_2023_page_5_chunk_2_triplet_5	cat	ORG	produces	off-highway truck	PRODUCT	January 2023	December 2023	CAT	2023	CAT_10k_2023.pdf	chunk_2
dxc_2020_page_11_chunk_1_triplet_36	intuit	COMP	produces	payroll software solution	PRODUCT	January 2020	December 2020	DXC	2020	DXC_10k_2020.pdf	chunk_1
tgna_2016_page_30_chunk_1_triplet_13	tgna	ORG	produces	human capital saas	PRODUCT	January 2016	December 2016	TGNA	2016	TGNA_10k_2016.pdf	chunk_1
bf-b_2016_page_37_chunk_3_triplet_18	bf-b	ORG	produces	tuaca	PRODUCT	January 2016	December 2016	BF-B	2016	BF-B_10k_2016.pdf	chunk_3
cat_2017_page_56_chunk_1_triplet_63	material handle & underground	SEGMENT	produces	highwall miner	PRODUCT	January 2017	December 2017	CAT	2017	CAT_10k_2017.pdf	chunk_1
tfc_2020_page_143_chunk_1_triplet_22	tfc	ORG	produces	corporate bond	FIN_INST	January 2020	December 2020	TFC	2020	TFC_10k_2020.pdf	chunk_1
tgna_2016_page_68_chunk_4_triplet_27	pointroll	COMP	produces	ad tech	PRODUCT	January 2016	December 2016	TGNA	2016	TGNA_10k_2016.pdf	chunk_4
cat_2014_page_5_chunk_1_triplet_21	cat	ORG	produces	telehandlers	PRODUCT	January 2014	December 2014	CAT	2014	CAT_10k_2014.pdf	chunk_1
cat_2019_page_140_chunk_2_triplet_10	financial product segment	SEGMENT	produces	financial service	PRODUCT	January 2019	December 2019	CAT	2019	CAT_10k_2019.pdf	chunk_2
rcl_2024_page_11_chunk_2_triplet_21	rcl	ORG	produces	brilliance of the sea	PRODUCT	January 2002	December 2002	RCL	2024	RCL_10k_2024.pdf	chunk_2
pm_2021_page_34_chunk_3_triplet_6	pm	ORG	produces	heets creation	PRODUCT	January 2021	December 2021	PM	2021	PM_10k_2021.pdf	chunk_3
cat_2017_page_56_chunk_1_triplet_68	material handle & underground	SEGMENT	produces	continuous miner	PRODUCT	January 2017	December 2017	CAT	2017	CAT_10k_2017.pdf	chunk_1
vz_2018_page_12_chunk_1_triplet_6	vz	ORG	produces	digital medium service	PRODUCT	January 2018	December 2018	VZ	2018	VZ_10k_2018.pdf	chunk_1
vz_2023_page_58_chunk_1_triplet_8	vz	ORG	produces	4g lte network	PRODUCT	January 2023	December 2023	VZ	2023	VZ_10k_2023.pdf	chunk_1
vz_2023_page_66_chunk_3_triplet_1	vz	ORG	produces	telecommunication service	PRODUCT	January 2023	December 2023	VZ	2023	VZ_10k_2023.pdf	chunk_3
pm_2015_page_15_chunk_3_triplet_1	pm	ORG	produces	cigarette	PRODUCT	January 2015	December 2015	PM	2015	PM_10k_2015.pdf	chunk_3
pm_2021_page_96_chunk_3_triplet_2	pm	ORG	produces	reduced-risk product	PRODUCT	January 2021	December 2021	PM	2021	PM_10k_2021.pdf	chunk_3
cmcsa_2022_page_6_chunk_1_triplet_5	cmcsa	ORG	produces	wireless service	PRODUCT	January 2022	December 2022	CMCSA	2022	CMCSA_10k_2022.pdf	chunk_1
cat_2019_page_5_chunk_3_triplet_26	cat	ORG	produces	reciprocate engine	PRODUCT	January 2019	December 2019	CAT	2019	CAT_10k_2019.pdf	chunk_3
aap_2020_page_5_chunk_2_triplet_5	aap	ORG	produces	brake	PRODUCT	January 2020	December 2020	AAP	2020	AAP_10k_2020.pdf	chunk_2
tfc_2022_page_140_chunk_1_triplet_7	ih segment	SEGMENT	produces	worker compensation	PRODUCT	January 2022	December 2022	TFC	2022	TFC_10k_2022.pdf	chunk_1
aap_2020_page_5_chunk_2_triplet_34	aap	ORG	produces	hand tool	PRODUCT	January 2020	December 2020	AAP	2020	AAP_10k_2020.pdf	chunk_2
aapl_2023_page_4_chunk_1_triplet_18	aapl	ORG	produces	apple watch se	PRODUCT	January 2023	December 2023	AAPL	2023	AAPL_10k_2023.pdf	chunk_1
cnp_2022_page_184_chunk_2_triplet_6	cnp	ORG	produces	solar panel	PRODUCT	January 2021	December 2021	CNP	2022	CNP_10k_2022.pdf	chunk_2
vz_2018_page_12_chunk_1_triplet_19	vz	ORG	produces	driver behavior analysis solution	PRODUCT	January 2018	December 2018	VZ	2018	VZ_10k_2018.pdf	chunk_1
tfc_2022_page_7_chunk_2_triplet_27	tfc	ORG	produces	investment banking and capital market service	SERVICE	January 2022	December 2022	TFC	2022	TFC_10k_2022.pdf	chunk_2
cat_2015_page_51_chunk_1_triplet_15	resource industry	SEGMENT	produces	large mining truck	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cnp_2020_page_16_chunk_1_triplet_29	natural gas segment	SEGMENT	produces	home repair protection plan	PRODUCT	January 2020	December 2020	CNP	2020	CNP_10k_2020.pdf	chunk_1
tel_2019_page_6_chunk_1_triplet_2	tel	ORG	produces	semiconductor equipment	PRODUCT	January 2019	December 2019	TEL	2019	TEL_10k_2019.pdf	chunk_1
tfc_2023_page_7_chunk_2_triplet_14	tfc	ORG	produces	retail and small business deposit product	PRODUCT	January 2023	December 2023	TFC	2023	TFC_10k_2023.pdf	chunk_2
vz_2015_page_3_chunk_4_triplet_3	vz	ORG	produces	wireless data service	PRODUCT	January 2015	December 2015	VZ	2015	VZ_10k_2015.pdf	chunk_4
aapl_2023_page_4_chunk_1_triplet_12	aapl	ORG	produces	ipad pro	PRODUCT	January 2023	December 2023	AAPL	2023	AAPL_10k_2023.pdf	chunk_1
cat_2022_page_5_chunk_1_triplet_85	cat	ORG	produces	integrate system	PRODUCT	January 2022	December 2022	CAT	2022	CAT_10k_2022.pdf	chunk_1
vz_2015_page_3_chunk_4_triplet_9	vz	ORG	produces	data center service	PRODUCT	January 2015	December 2015	VZ	2015	VZ_10k_2015.pdf	chunk_4
aapl_2014_page_3_chunk_1_triplet_5	aapl	ORG	produces	apple tv	PRODUCT	January 2014	December 2014	AAPL	2014	AAPL_10k_2014.pdf	chunk_1
aap_2020_page_6_chunk_1_triplet_7	aap	ORG	produces	private label product	PRODUCT	January 2020	December 2020	AAP	2020	AAP_10k_2020.pdf	chunk_1
rcl_2024_page_9_chunk_1_triplet_24	rcl	ORG	produces	ship	PRODUCT	January 2024	December 2024	RCL	2024	RCL_10k_2024.pdf	chunk_1
tel_2016_page_74_chunk_1_triplet_5	tel	ORG	produces	sensor solution	PRODUCT	January 2016	December 2016	TEL	2016	TEL_10k_2016.pdf	chunk_1
vz_2015_page_3_chunk_4_triplet_14	vz	ORG	produces	long distance voice service	PRODUCT	January 2015	December 2015	VZ	2015	VZ_10k_2015.pdf	chunk_4
aapl_2021_page_24_chunk_3_triplet_15	aapl	ORG	produces	payment service	SERVICE	January 2021	December 2021	AAPL	2021	AAPL_10k_2021.pdf	chunk_3
cmcsa_2015_page_162_chunk_3_triplet_5	buzzfeed	COMP	produces	news	PRODUCT	January 2015	default_end_timestamp	CMCSA	2015	CMCSA_10k_2015.pdf	chunk_3
tel_2020_page_5_chunk_1_triplet_2	tel	ORG	produces	terminal and connector system	PRODUCT	January 2020	December 2020	TEL	2020	TEL_10k_2020.pdf	chunk_1
khc_2020_page_36_chunk_1_triplet_14	khc	ORG	produces	miracle whip	PRODUCT	December 2020	December 2020	KHC	2020	KHC_10k_2020.pdf	chunk_1
amzn_2017_page_67_chunk_1_triplet_30	amzn	ORG	produces	database service	PRODUCT	January 2017	December 2017	AMZN	2017	AMZN_10k_2017.pdf	chunk_1
cat_2022_page_5_chunk_1_triplet_65	cat	ORG	produces	articulate truck	PRODUCT	January 2022	December 2022	CAT	2022	CAT_10k_2022.pdf	chunk_1
cat_2015_page_79_chunk_1_triplet_9	cat	ORG	produces	perkins	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cmcsa_2015_page_55_chunk_1_triplet_9	cmcsa	ORG	produces	wireless gateway	PRODUCT	January 2015	December 2015	CMCSA	2015	CMCSA_10k_2015.pdf	chunk_1
vz_2015_page_4_chunk_1_triplet_1	vz	ORG	produces	wireless service	PRODUCT	January 2015	December 2015	VZ	2015	VZ_10k_2015.pdf	chunk_1
cat_2017_page_5_chunk_1_triplet_7	cat	ORG	produces	multi-terrain loader	PRODUCT	January 2017	December 2017	CAT	2017	CAT_10k_2017.pdf	chunk_1
cat_2020_page_5_chunk_2_triplet_2	cat	ORG	produces	forestry equipment	PRODUCT	January 2020	December 2020	CAT	2020	CAT_10k_2020.pdf	chunk_2
pm_2020_page_33_chunk_1_triplet_33	pm	ORG	produces	philip morris cigarette	PRODUCT	January 2020	December 2020	PM	2020	PM_10k_2020.pdf	chunk_1
cmcsa_2023_page_5_chunk_1_triplet_3	cmcsa	ORG	produces	fiber-to-the-cabinet	PRODUCT	January 2023	December 2023	CMCSA	2023	CMCSA_10k_2023.pdf	chunk_1
vz_2015_page_27_chunk_3_triplet_36	vz	ORG	produces	software solution	PRODUCT	January 2015	December 2015	VZ	2015	VZ_10k_2015.pdf	chunk_3
tfc_2024_page_161_chunk_1_triplet_29	tfc	ORG	produces	national indirect lending service	PRODUCT	January 2024	December 2024	TFC	2024	TFC_10k_2024.pdf	chunk_1
cat_2021_page_43_chunk_1_triplet_30	construction industry segment	SEGMENT	produces	compact , small and medium wheel loader	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_1
tel_2020_page_4_chunk_1_triplet_6	tel	ORG	produces	sensor solution	PRODUCT	January 2020	December 2020	TEL	2020	TEL_10k_2020.pdf	chunk_1
pom_2015_page_11_chunk_2_triplet_13	atl city electric	COMP	produces	electricity	PRODUCT	January 2015	December 2015	POM	2015	POM_10k_2015.pdf	chunk_2
aapl_2018_page_6_chunk_1_triplet_4	aapl	ORG	produces	apple tv	PRODUCT	January 2018	December 2018	AAPL	2018	AAPL_10k_2018.pdf	chunk_1
cmcsa_2024_page_11_chunk_1_triplet_6	cmcsa	ORG	produces	sport program	PRODUCT	January 2024	December 2024	CMCSA	2024	CMCSA_10k_2024.pdf	chunk_1
cat_2015_page_5_chunk_1_triplet_15	cat	ORG	produces	wheel excavator	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
aapl_2016_page_46_chunk_1_triplet_4	aapl	ORG	produces	personal computer	PRODUCT	January 2016	December 2016	AAPL	2016	AAPL_10k_2016.pdf	chunk_1
cmcsa_2024_page_73_chunk_5_triplet_7	cmcsa	ORG	produces	residential video service	PRODUCT	January 2024	December 2024	CMCSA	2024	CMCSA_10k_2024.pdf	chunk_5
cat_2019_page_137_chunk_1_triplet_57	cat	ORG	produces	large wheel loader	PRODUCT	January 2019	December 2019	CAT	2019	CAT_10k_2019.pdf	chunk_1
aapl_2017_page_26_chunk_3_triplet_13	aapl	ORG	produces	apple music , apple pay , icloud	PRODUCT	January 2017	December 2017	AAPL	2017	AAPL_10k_2017.pdf	chunk_3
cat_2024_page_117_chunk_1_triplet_38	resource industry	SEGMENT	produces	select work tool	PRODUCT	January 2024	December 2024	CAT	2024	CAT_10k_2024.pdf	chunk_1
cat_2015_page_79_chunk_1_triplet_10	cat	ORG	produces	progress rail	PRODUCT	January 2015	December 2015	CAT	2015	CAT_10k_2015.pdf	chunk_1
cat_2016_page_145_chunk_1_triplet_45	resource industry	SEGMENT	produces	articulate truck	PRODUCT	January 2016	December 2016	CAT	2016	CAT_10k_2016.pdf	chunk_1
aapl_2016_page_3_chunk_1_triplet_14	aapl	ORG	produces	apple music	PRODUCT	default_start_timestamp	default_end_timestamp	AAPL	2016	AAPL_10k_2016.pdf	chunk_1
vz_2020_page_18_chunk_3_triplet_11	vz	ORG	produces	hvac system	PRODUCT	January 2020	December 2020	VZ	2020	VZ_10k_2020.pdf	chunk_3
cat_2018_page_142_chunk_1_triplet_56	all other operating segment	SEGMENT	produces	undercarriage	PRODUCT	January 2018	December 2018	CAT	2018	CAT_10k_2018.pdf	chunk_1
tfc_2023_page_7_chunk_1_triplet_15	tfc	SEGMENT	produces	trust service	PRODUCT	January 2023	December 2023	TFC	2023	TFC_10k_2023.pdf	chunk_1
cmcsa_2024_page_73_chunk_5_triplet_8	cmcsa	ORG	produces	business video service	PRODUCT	January 2024	December 2024	CMCSA	2024	CMCSA_10k_2024.pdf	chunk_5
cat_2021_page_45_chunk_1_triplet_7	resource industry	SEGMENT	produces	fleet management solution	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_1
tfc_2020_page_143_chunk_1_triplet_7	tfc	ORG	produces	u.s. treasury security	FIN_INST	January 2020	December 2020	TFC	2020	TFC_10k_2020.pdf	chunk_1
cmcsa_2015_page_116_chunk_2_triplet_17	cable network	SEGMENT	produces	depreciation and amortization	FIN_METRIC	January 2015	December 2015	CMCSA	2015	CMCSA_10k_2015.pdf	chunk_2
vz_2017_page_4_chunk_1_triplet_1	vz	ORG	produces	wireless service	PRODUCT	January 2017	December 2017	VZ	2017	VZ_10k_2017.pdf	chunk_1
cat_2016_page_6_chunk_1_triplet_28	cat	ORG	produces	turbine	PRODUCT	January 2016	December 2016	CAT	2016	CAT_10k_2016.pdf	chunk_1
cat_2018_page_5_chunk_2_triplet_11	cat	ORG	produces	forestry excavator	PRODUCT	January 2018	December 2018	CAT	2018	CAT_10k_2018.pdf	chunk_2
aap_2020_page_5_chunk_2_triplet_11	aap	ORG	produces	engine	PRODUCT	January 2020	December 2020	AAP	2020	AAP_10k_2020.pdf	chunk_2
tel_2019_page_4_chunk_3_triplet_4	transportation solution	SEGMENT	produces	sensor	PRODUCT	January 2019	December 2019	TEL	2019	TEL_10k_2019.pdf	chunk_3
cat_2022_page_2_chunk_1_triplet_39	cat	ORG	produces	generator	PRODUCT	January 2022	December 2022	CAT	2022	CAT_10k_2022.pdf	chunk_1
aapl_2023_page_4_chunk_1_triplet_23	aapl	ORG	produces	apple vision pro	PRODUCT	January 2023	December 2023	AAPL	2023	AAPL_10k_2023.pdf	chunk_1
vz_2017_page_9_chunk_1_triplet_10	vz	ORG	produces	private ip service	PRODUCT	January 2017	December 2017	VZ	2017	VZ_10k_2017.pdf	chunk_1
rcl_2021_page_45_chunk_1_triplet_2	rcl	ORG	produces	guest experience	SERVICE	June 2021	December 2021	RCL	2021	RCL_10k_2021.pdf	chunk_1
dxc_2020_page_84_chunk_4_triplet_3	dxc	ORG	produces	furniture and other equipment	PRODUCT	January 2020	December 2020	DXC	2020	DXC_10k_2020.pdf	chunk_4
cat_2024_page_117_chunk_1_triplet_50	energy & transportation	SEGMENT	produces	reciprocate engine	PRODUCT	January 2024	December 2024	CAT	2024	CAT_10k_2024.pdf	chunk_1
cmcsa_2024_page_73_chunk_5_triplet_6	cmcsa	ORG	produces	wireless connectivity service	PRODUCT	January 2024	December 2024	CMCSA	2024	CMCSA_10k_2024.pdf	chunk_5
pm_2023_page_40_chunk_3_triplet_4	pm	ORG	produces	next generation product line	PRODUCT	January 2023	December 2023	PM	2023	PM_10k_2023.pdf	chunk_3
cat_2016_page_5_chunk_3_triplet_8	cat	ORG	produces	autonomous machine capability	PRODUCT	January 2016	December 2016	CAT	2016	CAT_10k_2016.pdf	chunk_3
cmcsa_2014_page_122_chunk_4_triplet_53	corporate and other	SEGMENT	produces	depreciation and amortization	FIN_METRIC	January 2014	December 2014	CMCSA	2014	CMCSA_10k_2014.pdf	chunk_4
aap_2020_page_5_chunk_2_triplet_37	aap	ORG	produces	performance part	PRODUCT	January 2020	December 2020	AAP	2020	AAP_10k_2020.pdf	chunk_2
khc_2024_page_6_chunk_2_triplet_5	khc	ORG	produces	lunchables	PRODUCT	January 2024	December 2024	KHC	2024	KHC_10k_2024.pdf	chunk_2
aap_2016_page_7_chunk_2_triplet_37	aap	ORG	produces	car wash soap	PRODUCT	January 2016	December 2016	AAP	2016	AAP_10k_2016.pdf	chunk_2
cnp_2021_page_182_chunk_2_triplet_6	cnp	ORG	produces	energy product and service	PRODUCT	January 2021	December 2021	CNP	2021	CNP_10k_2021.pdf	chunk_2
aapl_2017_page_26_chunk_2_triplet_10	aapl	ORG	produces	other product	PRODUCT	January 2017	December 2017	AAPL	2017	AAPL_10k_2017.pdf	chunk_2
tgna_2016_page_68_chunk_4_triplet_26	tgna	COMP	produces	reward platform	PRODUCT	January 2016	December 2016	TGNA	2016	TGNA_10k_2016.pdf	chunk_4
cmcsa_2023_page_11_chunk_1_triplet_17	cmcsa	ORG	produces	investigative reporting	PRODUCT	January 2023	December 2023	CMCSA	2023	CMCSA_10k_2023.pdf	chunk_1
aap_2016_page_7_chunk_2_triplet_51	aap	ORG	produces	exhaust part	PRODUCT	January 2016	December 2016	AAP	2016	AAP_10k_2016.pdf	chunk_2
cat_2014_page_10_chunk_1_triplet_4	cat	ORG	produces	fg wilson	PRODUCT	January 2014	December 2014	CAT	2014	CAT_10k_2014.pdf	chunk_1
vz_2017_page_5_chunk_1_triplet_8	vz	ORG	produces	netbooks	PRODUCT	January 2017	December 2017	VZ	2017	VZ_10k_2017.pdf	chunk_1
khc_2015_page_4_chunk_2_triplet_9	khc	ORG	produces	boca meat alternative	PRODUCT	January 2015	December 2015	KHC	2015	KHC_10k_2015.pdf	chunk_2
aap_2021_page_6_chunk_2_triplet_19	aap	ORG	produces	cooling part	PRODUCT	January 2021	December 2021	AAP	2021	AAP_10k_2021.pdf	chunk_2
cat_2020_page_135_chunk_1_triplet_10	cat	ORG	produces	good	PRODUCT	January 2016	December 2025	CAT	2020	CAT_10k_2020.pdf	chunk_1
aapl_2018_page_6_chunk_1_triplet_7	aapl	ORG	produces	beat	PRODUCT	January 2018	December 2018	AAPL	2018	AAPL_10k_2018.pdf	chunk_1
khc_2020_page_36_chunk_1_triplet_13	khc	ORG	produces	velveeta	PRODUCT	December 2020	December 2020	KHC	2020	KHC_10k_2020.pdf	chunk_1
cmcsa_2015_page_155_chunk_1_triplet_6	cmcsa	ORG	produces	third-party film distribution	PRODUCT	January 2015	December 2015	CMCSA	2015	CMCSA_10k_2015.pdf	chunk_1
aapl_2018_page_5_chunk_1_triplet_18	aapl	ORG	produces	itunes store	PRODUCT	January 2003	default_end_timestamp	AAPL	2018	AAPL_10k_2018.pdf	chunk_1
pm_2015_page_15_chunk_2_triplet_5	pm	ORG	produces	integrate	PRODUCT	January 2015	December 2015	PM	2015	PM_10k_2015.pdf	chunk_2
tfc_2019_page_8_chunk_2_triplet_11	tfc	ORG	produces	mobile/online banking	SERVICE	January 2019	December 2019	TFC	2019	TFC_10k_2019.pdf	chunk_2
aap_2021_page_6_chunk_2_triplet_57	aap	ORG	produces	part cleaner	PRODUCT	January 2021	December 2021	AAP	2021	AAP_10k_2021.pdf	chunk_2
dxc_2021_page_89_chunk_3_triplet_10	luxoft	COMP	produces	digital engineering capability	PRODUCT	June 2019	December 2021	DXC	2021	DXC_10k_2021.pdf	chunk_3
vz_2017_page_20_chunk_5_triplet_13	vz	ORG	produces	telephone equipment	PRODUCT	January 2017	December 2017	VZ	2017	VZ_10k_2017.pdf	chunk_5
cat_2021_page_5_chunk_4_triplet_5	cat	ORG	produces	large wheel loader	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_4
amzn_2017_page_67_chunk_1_triplet_12	amzn	ORG	produces	consumer product	PRODUCT	January 2017	December 2017	AMZN	2017	AMZN_10k_2017.pdf	chunk_1
pm_2020_page_29_chunk_3_triplet_3	pm	ORG	produces	pipe tobacco	PRODUCT	January 2020	December 2020	PM	2020	PM_10k_2020.pdf	chunk_3
cat_2021_page_72_chunk_1_triplet_9	cat	ORG	produces	perkins	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_1
rcl_2021_page_74_chunk_2_triplet_20	rcl	ORG	produces	icon 2	PRODUCT	January 2021	December 2021	RCL	2021	RCL_10k_2021.pdf	chunk_2
aapl_2014_page_32_chunk_5_triplet_13	aapl	ORG	produces	macbook air	PRODUCT	January 2014	December 2014	AAPL	2014	AAPL_10k_2014.pdf	chunk_5
vz_2018_page_20_chunk_5_triplet_11	vz	ORG	produces	customer care real estate	FIN_INST	January 2018	December 2018	VZ	2018	VZ_10k_2018.pdf	chunk_5
gme_2014_page_10_chunk_1_triplet_8	gme	ORG	produces	consumer electronics	PRODUCT	January 2014	December 2014	GME	2014	GME_10k_2014.pdf	chunk_1
gme_2015_page_33_chunk_5_triplet_4	gme	ORG	produces	pc entertainment software	PRODUCT	January 2015	December 2015	GME	2015	GME_10k_2015.pdf	chunk_5
cmcsa_2014_page_11_chunk_2_triplet_2	cmcsa	ORG	produces	syfy	PRODUCT	January 2014	December 2014	CMCSA	2014	CMCSA_10k_2014.pdf	chunk_2
tfc_2023_page_61_chunk_1_triplet_7	tfc	ORG	produces	secure indirect installment loan	PRODUCT	January 2023	December 2023	TFC	2023	TFC_10k_2023.pdf	chunk_1
dxc_2020_page_71_chunk_1_triplet_5	dxc	ORG	produces	scalability solution	PRODUCT	January 2020	December 2020	DXC	2020	DXC_10k_2020.pdf	chunk_1
pm_2016_page_4_chunk_1_triplet_3	pm	ORG	produces	nicotine-containing product	PRODUCT	January 2016	December 2016	PM	2016	PM_10k_2016.pdf	chunk_1
aap_2020_page_5_chunk_2_triplet_22	aap	ORG	produces	steer part	PRODUCT	January 2020	December 2020	AAP	2020	AAP_10k_2020.pdf	chunk_2
rcl_2021_page_13_chunk_2_triplet_19	rcl	ORG	produces	adventure of the sea	PRODUCT	January 2001	December 2001	RCL	2021	RCL_10k_2021.pdf	chunk_2
cat_2018_page_78_chunk_1_triplet_3	cat	ORG	produces	caterpillar d10 bulldozer	PRODUCT	January 2018	December 2018	CAT	2018	CAT_10k_2018.pdf	chunk_1
gme_2015_page_3_chunk_1_triplet_13	gme	ORG	produces	downloadable content	PRODUCT	January 2015	December 2015	GME	2015	GME_10k_2015.pdf	chunk_1
pm_2022_page_34_chunk_3_triplet_9	pm	ORG	produces	heets creation	PRODUCT	January 2022	December 2022	PM	2022	PM_10k_2022.pdf	chunk_3
cat_2020_page_9_chunk_1_triplet_22	cat	ORG	produces	steel casting	RAW_MATERIAL	January 2020	December 2020	CAT	2020	CAT_10k_2020.pdf	chunk_1
vz_2018_page_20_chunk_5_triplet_15	vz	ORG	produces	cell site real estate	FIN_INST	January 2018	December 2018	VZ	2018	VZ_10k_2018.pdf	chunk_5
cat_2018_page_5_chunk_3_triplet_3	cat	ORG	produces	quarry and aggregate equipment	PRODUCT	January 2018	December 2018	CAT	2018	CAT_10k_2018.pdf	chunk_3
cmcsa_2014_page_150_chunk_3_triplet_19	cmcsa	ORG	produces	cable tv service	PRODUCT	January 2014	December 2014	CMCSA	2014	CMCSA_10k_2014.pdf	chunk_3
aap_2021_page_6_chunk_2_triplet_13	aap	ORG	produces	exhaust system	PRODUCT	January 2021	December 2021	AAP	2021	AAP_10k_2021.pdf	chunk_2
amzn_2021_page_64_chunk_1_triplet_20	north america segment	SEGMENT	produces	retail sale	PRODUCT	January 2021	December 2021	AMZN	2021	AMZN_10k_2021.pdf	chunk_1
vz_2021_page_6_chunk_1_triplet_12	vz	ORG	produces	wireline connectivity	PRODUCT	January 2021	December 2021	VZ	2021	VZ_10k_2021.pdf	chunk_1
cat_2021_page_128_chunk_1_triplet_32	resource industry	SEGMENT	produces	research and development	PRODUCT	January 2021	December 2021	CAT	2021	CAT_10k_2021.pdf	chunk_1
tel_2019_page_98_chunk_4_triplet_4	tel	ORG	produces	communication device	PRODUCT	January 2019	December 2019	TEL	2019	TEL_10k_2019.pdf	chunk_4
cnp_2023_page_53_chunk_4_triplet_10	cnp	ORG	produces	land	RAW_MATERIAL	January 2023	December 2023	CNP	2023	CNP_10k_2023.pdf	chunk_4
cnp_2022_page_156_chunk_1_triplet_2	enable	COMP	produces	natural gas	RAW_MATERIAL	January 2022	December 2022	CNP	2022	CNP_10k_2022.pdf	chunk_1
